EH[1245] Te[1245] dEH[1245] EH[1246] Te[1246] dEH[1246]
0.00000000009405304388272018761455531118606792490011 0.00000916995386017533603095850530673160960759560112 -0.00000000000000000000000000237878244691192614849541 0.00000000009149589171034287006493846062092785940967 0.00000892063744823091143141581549347307600328349508 -0.00000000000000000000000000340164331586285430358976
0.00000000008834097647002176641782253849348774919770 0.00000861304052098366696300739409064561868945020251 -0.00000000000000000000000000228482696507936927004945 0.00000000008322488007397377737294650781586747775864 0.00000811423297631145776231953448132117046043276787 -0.00000000000000000000000000330840465454763427537066
0.00000000008286400341224778167706615420614571672353 0.00000807904833683301038698473112154019304398389068 -0.00000000000000000000000000219078922310959577199287 0.00000000007518716914537495220348547527255511462030 0.00000733057478305713434594756416906591311999363825 -0.00000000000000000000000000321508437143952994778862
0.00000000007762233047883704647639950420761733446140 0.00000756799736975775852335177745766614521016890649 -0.00000000000000000000000000209666917336429659593604 0.00000000006738296309715292072221032383850950267523 0.00000656968277481509170583279591526526530742557952 -0.00000000000000000000000000312168241928881120557253
0.00000000007261616355829308731294258756996159304142 0.00000707990769340080289029641311127072356157441391 -0.00000000000000000000000000200246676821758343434473 0.00000000005981246622001387415157177821536374148770 0.00000583157686944689632565141587661194932934449753 -0.00000000000000000000000000302819875085562024928825
0.00000000006784570865814231977709984409191028113806 0.00000661479939300947616888284169567313597326574381 -0.00000000000000000000000000190818196006030499885948 0.00000000005247588292271937583395352655508741754331 0.00000511627699632422263965316963640894698528427398 -0.00000000000000000000000000293463331891780057138611
0.00000000006331117190489765260560782108117364348765 0.00000617269256543199042950838609233876752568903612 -0.00000000000000000000000000181381470129786592726190 0.00000000004537341773205125775442700134803424884267 0.00000442380309632541577296140425379356031498900848 -0.00000000000000000000000000284098607626724649522861
0.00000000005901275954402145842442635422493246548370 0.00000575360731911382961858113238573508851914084516 -0.00000000000000000000000000171936494435047933108905 0.00000000003850527529277512119622247707678838399281 0.00000375417512183194797923822989826891927123142523 -0.00000000000000000000000000274725697571045418806738
0.00000000005495067793988974648845736457867020528789 0.00000535756377409426571200787292603706646332284436 -0.00000000000000000000000000162483264165268465927864 0.00000000003187166036760204086330727926302933995795 0.00000310741303672467899022239211370699507597237243 -0.00000000000000000000000000265344597006923338613837
0.00000000005112513357575121077887494812573814916695 0.00000498458206200234632012296270842099943365610670 -0.00000000000000000000000000153021774565541399683260 0.00000000002547277783715308658692550226491447054600 0.00000248353681638039207449147535711198031549429288 -0.00000000000000000000000000255955301217958240983396
0.00000000004753633305370000412874501713990046426750 0.00000463468232605426126225530575331035265662649181 -0.00000000000000000000000000143552020882048193504756 0.00000000001930883269992438140706617942834435932425 0.00000188256644766839637655222918638520113177037274 -0.00000000000000000000000000246557805489148153383659
0.00000000004418448309463011404236417225264207248037 0.00000430788472104888378529400846939090286014106823 -0.00000000000000000000000000134073998362795537008157 0.00000000001338003007225157481138898410537996360933 0.00000130452192894705535230624651038544570269550604 -0.00000000000000000000000000237152105106912257585912
0.00000000004106979053820798172451449012302466482632 0.00000400420941336509732770684508174063864771596855 -0.00000000000000000000000000124587702256885258100949 0.00000000000768657518827281024694114273947034409601 0.00000074942327006018010276055477808521132487840077 -0.00000000000000000000000000227738195359150582736991
0.00000000003819246234283203485393378078690510175897 0.00000372367658095786359259910316965580534542823443 -0.00000000000000000000000000115093127815037785310407 0.00000000000222867339989578491408449798798595948256 0.00000021729049233381684275647643435347422524728245 -0.00000000000000000000000000218316071535080997353599
0.00000000003555270558560215944883355247930969023767 0.00000346630641335522701569561883350178987939216313 -0.00000000000000000000000000105590270289194959262704 -0.00000000000299346982323588433425143504076826794693 -0.00000029185637142703244002522530720078464128164342 -0.00000000000000000000000000208885728925266759971152
0.00000000003315072746228376274669270392427824697967 0.00000323211911165482880124635162166768509450776037 -0.00000000000000000000000000096079124932735846098886      nan      nan      nan
0.00000000003098673528727781375644661936376484962646 0.00000302113488852097576451241102424294382444713847 -0.00000000000000000000000000086559687000237965184861      nan      nan      nan
0.00000000002906093649358554267961161454455982838460 0.00000283337396818120137800020401364076150230175699 -0.00000000000000000000000000077031951747690806639968      nan      nan      nan
0.00000000002737353863277423893066042969509244625614 0.00000266885658642293142626456849131333370905849733 -0.00000000000000000000000000067495914432452209476297      nan      nan      nan
0.00000000002592474937494899774922471517391107248551 0.00000252760299059072776069840779444852785218245117 -0.00000000000000000000000000057951570313009589308684      nan      nan      nan
